code,market,name,date,deal_price,close_price,premium_pct,vol,amount,buyer,seller
688035,sh,德邦科技,2026-06-18,0,0,0,0,0,,
688036,sh,传音控股,2026-06-18,0,0,0,0,0,,
688048,sh,长光华芯,2026-06-18,0,0,0,0,0,,
688050,sh,爱博医疗,2026-06-18,0,0,0,0,0,,
688052,sh,纳芯微,2026-06-18,0,0,0,0,0,,
688118,sh,普元信息,2026-06-18,0,0,0,0,0,,
688126,sh,沪硅产业,2026-06-18,0,0,0,0,0,,
688133,sh,泰坦科技,2026-06-18,0,0,0,0,0,,
688247,sh,宣泰医药,2026-06-18,0,0,0,0,0,,
688257,sh,新锐股份,2026-06-18,0,0,0,0,0,,
688258,sh,卓易信息,2026-06-18,0,0,0,0,0,,
688268,sh,华特气体,2026-06-18,0,0,0,0,0,,
688267,sh,中触媒,2026-06-18,0,0,0,0,0,,
688271,sh,联影医疗,2026-06-18,0,0,0,0,0,,
688278,sh,特宝生物,2026-06-18,0,0,0,0,0,,
688378,sh,奥来德,2026-06-18,0,0,0,0,0,,
688381,sh,帝奥微,2026-06-18,0,0,0,0,0,,
688383,sh,新益昌,2026-06-18,0,0,0,0,0,,
688388,sh,嘉元科技,2026-06-18,0,0,0,0,0,,
688395,sh,正弦电气,2026-06-18,0,0,0,0,0,,
688398,sh,赛特新材,2026-06-18,0,0,0,0,0,,
688409,sh,富创精密,2026-06-18,0,0,0,0,0,,
688411,sh,海博思创,2026-06-18,0,0,0,0,0,,
688416,sh,XR恒烁股,2026-06-18,0,0,0,0,0,,
688418,sh,震有科技,2026-06-18,0,0,0,0,0,,
688525,sh,佰维存储,2026-06-18,0,0,0,0,0,,
688530,sh,欧莱新材,2026-06-18,0,0,0,0,0,,
